CNPJ;NOME;ENDEREÇO;COMPLEMENTO;BAIRRO;MUNICÍPIO;UF;PRODUTO;VALOR VENDA;DATA CADASTRO
02315421000137;POSTO 1350 LTDA;RUA HEITOR LIBERATO,2430;;SAO JOAO;ITAJAI;SC;Gasolina;3,799;14/08/2018 12:18
02315421000137;POSTO 1350 LTDA;RUA HEITOR LIBERATO,2430;;SAO JOAO;ITAJAI;SC;Etanol;3,299;14/08/2018 12:18
02315421000137;POSTO 1350 LTDA;RUA HEITOR LIBERATO,2430;;SAO JOAO;ITAJAI;SC;Diesel S10;3,299;14/08/2018 12:18
02433811000101;POSTO NAVES;RODOVIA BR 153,S/N;KM 722;CENTRO;FIGUEIROPOLIS;TO;Gasolina;4,899;11/07/2018 12:43
02433811000101;POSTO NAVES;RODOVIA BR 153,S/N;KM 722;CENTRO;FIGUEIROPOLIS;TO;Etanol;3,899;11/07/2018 12:43
02433811000101;POSTO NAVES;RODOVIA BR 153,S/N;KM 722;CENTRO;FIGUEIROPOLIS;TO;Diesel S500;3,639;11/07/2018 12:43
02433811000101;POSTO NAVES;RODOVIA BR 153,S/N;KM 722;CENTRO;FIGUEIROPOLIS;TO;Diesel S10;3,739;11/07/2018 12:43
02513158000190;POSTO CENTRAL HS;AVENIDA ADELINO AMÉRICO DE AZEVEDO,161/163;;CENTRO;PORANGATU;GO;Gasolina;4,91;03/09/2018 10:23
02513158000190;POSTO CENTRAL HS;AVENIDA ADELINO AMÉRICO DE AZEVEDO,161/163;;CENTRO;PORANGATU;GO;Etanol;3,11;03/09/2018 10:23
02513158000190;POSTO CENTRAL HS;AVENIDA ADELINO AMÉRICO DE AZEVEDO,161/163;;CENTRO;PORANGATU;GO;Diesel S500;3,99;03/09/2018 10:24
02513158000190;POSTO CENTRAL HS;AVENIDA ADELINO AMÉRICO DE AZEVEDO,161/163;;CENTRO;PORANGATU;GO;Diesel S10;4,07;03/09/2018 10:24
02562482000107;POSTO ITAMARATY LEME;AVENIDA VISCONDE DE NOVA GRANADA,1500;;VILA GROSSKLAUSS;LEME;SP;Gasolina;4,279;14/07/2018 14:47
02562482000107;POSTO ITAMARATY LEME;AVENIDA VISCONDE DE NOVA GRANADA,1500;;VILA GROSSKLAUSS;LEME;SP;Etanol;2,459;14/07/2018 14:47
02930356000150;AUTO POSTO TOCANTINS;AVENIDA BERNARDO SAYAO,3160;;CENTRO;GUARAI;TO;Gasolina;4,799;13/07/2018 12:02
02930356000150;AUTO POSTO TOCANTINS;AVENIDA BERNARDO SAYAO,3160;;CENTRO;GUARAI;TO;Diesel S500;3,449;13/07/2018 12:02
02930356000150;AUTO POSTO TOCANTINS;AVENIDA BERNARDO SAYAO,3160;;CENTRO;GUARAI;TO;Diesel S10;3,499;13/07/2018 12:02
03006726000120;POSTO PILOTO;AVENIDA AFONSO PENA,800;;AMAMBAI;CAMPO GRANDE;MS;Gasolina;4,097;29/06/2018 10:10
03006726000120;POSTO PILOTO;AVENIDA AFONSO PENA,800;;AMAMBAI;CAMPO GRANDE;MS;Etanol;3,297;29/06/2018 10:10
03006726000120;POSTO PILOTO;AVENIDA AFONSO PENA,800;;AMAMBAI;CAMPO GRANDE;MS;Diesel S10;3,587;29/06/2018 10:10
03096030000131;POSTO ALTO ALEGRE;AVENIDA TANCREDO NEVES,S/N;;CENTRO;ALTO ALEGRE DOS PARECIS;RO;Gasolina;4,85;11/07/2018 09:33
03096030000131;POSTO ALTO ALEGRE;AVENIDA TANCREDO NEVES,S/N;;CENTRO;ALTO ALEGRE DOS PARECIS;RO;Diesel S500;3,75;11/07/2018 09:33
03096030000131;POSTO ALTO ALEGRE;AVENIDA TANCREDO NEVES,S/N;;CENTRO;ALTO ALEGRE DOS PARECIS;RO;Diesel S10;3,8;11/07/2018 09:33
03121901000120;POSTO SAVANA;RODOVIA BR-163,17846;;CHACARA DAS MANSOES;CAMPO GRANDE;MS;Gasolina;4,199;05/07/2018 10:38
03121901000120;POSTO SAVANA;RODOVIA BR-163,17846;;CHACARA DAS MANSOES;CAMPO GRANDE;MS;Etanol;2,999;06/07/2018 08:42
03121901000120;POSTO SAVANA;RODOVIA BR-163,17846;;CHACARA DAS MANSOES;CAMPO GRANDE;MS;Diesel S500;3,39;05/07/2018 10:38
03121901000120;POSTO SAVANA;RODOVIA BR-163,17846;;CHACARA DAS MANSOES;CAMPO GRANDE;MS;Diesel S10;3,49;05/07/2018 10:38
03572731000108;GLOBO COMBUSTIVEIS;RUA SENADOR SOUZA NAVES,720;;CENTRO;SERTANOPOLIS;PR;Gasolina;4,649;12/07/2018 09:21
03572731000108;GLOBO COMBUSTIVEIS;RUA SENADOR SOUZA NAVES,720;;CENTRO;SERTANOPOLIS;PR;Etanol;2,99;12/07/2018 09:21
03572731000108;GLOBO COMBUSTIVEIS;RUA SENADOR SOUZA NAVES,720;;CENTRO;SERTANOPOLIS;PR;Diesel S500;3,33;12/07/2018 09:21
03572731000108;GLOBO COMBUSTIVEIS;RUA SENADOR SOUZA NAVES,720;;CENTRO;SERTANOPOLIS;PR;Diesel S10;3,42;12/07/2018 09:21
03572866000165;AUTO POSTO POROROCA XV;AVENIDA BANDEIRANTES,2390;;VILA BANDEIRANTES;CAMPO GRANDE;MS;Gasolina;4,099;17/07/2018 14:29
03572866000165;AUTO POSTO POROROCA XV;AVENIDA BANDEIRANTES,2390;;VILA BANDEIRANTES;CAMPO GRANDE;MS;Etanol;2,999;17/07/2018 14:29
03572866000165;AUTO POSTO POROROCA XV;AVENIDA BANDEIRANTES,2390;;VILA BANDEIRANTES;CAMPO GRANDE;MS;Diesel S500;3,389;17/07/2018 14:29
03572866000165;AUTO POSTO POROROCA XV;AVENIDA BANDEIRANTES,2390;;VILA BANDEIRANTES;CAMPO GRANDE;MS;Diesel S10;3,459;17/07/2018 14:29
03754107000113;AUTO POSTO IRMAOS LEITE;AVENIDA JK,3525;BR 364 KM 426;SETOR INDUSTRIAL;JARU;RO;Diesel S500;4,05;13/09/2018 19:32
03754107000113;AUTO POSTO IRMAOS LEITE;AVENIDA JK,3525;BR 364 KM 426;SETOR INDUSTRIAL;JARU;RO;Diesel S10;4,15;13/09/2018 19:32
03754107000113;AUTO POSTO IRMAOS LEITE;AVENIDA JK,3525;BR 364 KM 426;SETOR INDUSTRIAL;JARU;RO;Gasolina;4,88;13/09/2018 19:32
03754107000113;AUTO POSTO IRMAOS LEITE;AVENIDA JK,3525;BR 364 KM 426;SETOR INDUSTRIAL;JARU;RO;Etanol;4,04;13/09/2018 19:32
03763006000109;AUTO POSTO PUMA;AVENIDA JOAO BATISTA FIGUEIREDO,2636;;CENTRO;SAO MIGUEL DO GUAPORE;RO;Gasolina;4,85;29/06/2018 16:28
03763006000109;AUTO POSTO PUMA;AVENIDA JOAO BATISTA FIGUEIREDO,2636;;CENTRO;SAO MIGUEL DO GUAPORE;RO;Etanol;4,29;29/06/2018 16:28
03763006000109;AUTO POSTO PUMA;AVENIDA JOAO BATISTA FIGUEIREDO,2636;;CENTRO;SAO MIGUEL DO GUAPORE;RO;Diesel S500;3,79;29/06/2018 16:28
03763006000109;AUTO POSTO PUMA;AVENIDA JOAO BATISTA FIGUEIREDO,2636;;CENTRO;SAO MIGUEL DO GUAPORE;RO;Diesel S10;3,84;29/06/2018 16:28
03807435000130;AUTO POSTO PEROBINHA;AVENIDA ANTONIO JOAQUIM DE MOURA ANDRADE,1100;;CENTRO;NOVA ANDRADINA;MS;Gasolina;4,759;13/09/2018 08:50
03807435000130;AUTO POSTO PEROBINHA;AVENIDA ANTONIO JOAQUIM DE MOURA ANDRADE,1100;;CENTRO;NOVA ANDRADINA;MS;Etanol;3,399;13/09/2018 08:50
03807435000130;AUTO POSTO PEROBINHA;AVENIDA ANTONIO JOAQUIM DE MOURA ANDRADE,1100;;CENTRO;NOVA ANDRADINA;MS;Diesel S500;3,759;05/09/2018 09:55
03807435000130;AUTO POSTO PEROBINHA;AVENIDA ANTONIO JOAQUIM DE MOURA ANDRADE,1100;;CENTRO;NOVA ANDRADINA;MS;Diesel S10;3,849;05/09/2018 09:55
03822836000160;POSTO EUROGAZ;AVENIDA GOVERNADOR LEONEL DE MOURA BRIZOLA,933B;;CENTRO;DUQUE DE CAXIAS;RJ;Gasolina;4,99;12/07/2018 15:51
03822836000160;POSTO EUROGAZ;AVENIDA GOVERNADOR LEONEL DE MOURA BRIZOLA,933B;;CENTRO;DUQUE DE CAXIAS;RJ;Etanol;3,49;12/07/2018 15:51
03822836000160;POSTO EUROGAZ;AVENIDA GOVERNADOR LEONEL DE MOURA BRIZOLA,933B;;CENTRO;DUQUE DE CAXIAS;RJ;GNV;2,799;12/07/2018 15:51
03822836000160;POSTO EUROGAZ;AVENIDA GOVERNADOR LEONEL DE MOURA BRIZOLA,933B;;CENTRO;DUQUE DE CAXIAS;RJ;Diesel S10;3,53;12/07/2018 15:51
03922066000127;POSTO F1 RACING LTDA;AVENIDA 22 DE MAIO,2952;LOTE 05, QUADRA 05;LOTEAMENTO SANTO EXPEDITO / 1º DISTRITO;ITABORAI;RJ;Gasolina;5,199;17/09/2018 07:41
03922066000127;POSTO F1 RACING LTDA;AVENIDA 22 DE MAIO,2952;LOTE 05, QUADRA 05;LOTEAMENTO SANTO EXPEDITO / 1º DISTRITO;ITABORAI;RJ;Etanol;3,399;17/09/2018 07:41
03922066000127;POSTO F1 RACING LTDA;AVENIDA 22 DE MAIO,2952;LOTE 05, QUADRA 05;LOTEAMENTO SANTO EXPEDITO / 1º DISTRITO;ITABORAI;RJ;GNV;2,899;17/09/2018 07:41
03922066000127;POSTO F1 RACING LTDA;AVENIDA 22 DE MAIO,2952;LOTE 05, QUADRA 05;LOTEAMENTO SANTO EXPEDITO / 1º DISTRITO;ITABORAI;RJ;Diesel S500;3,759;17/09/2018 07:41
03922066000127;POSTO F1 RACING LTDA;AVENIDA 22 DE MAIO,2952;LOTE 05, QUADRA 05;LOTEAMENTO SANTO EXPEDITO / 1º DISTRITO;ITABORAI;RJ;Diesel S10;3,799;17/09/2018 07:41
03927792000132;POSTO CARRETAO;AVENIDA SAO LUIZ,100;;JD SAO LUIZ;CACERES;MT;Gasolina;4,73;19/09/2018 18:26
03927792000132;POSTO CARRETAO;AVENIDA SAO LUIZ,100;;JD SAO LUIZ;CACERES;MT;Etanol;2,95;19/09/2018 18:26
03927792000132;POSTO CARRETAO;AVENIDA SAO LUIZ,100;;JD SAO LUIZ;CACERES;MT;Diesel S500;3,92;19/09/2018 18:26
03927792000132;POSTO CARRETAO;AVENIDA SAO LUIZ,100;;JD SAO LUIZ;CACERES;MT;Diesel S10;3,99;19/09/2018 18:26
04253381000171;POSTO MAGUARI LTDA;RODOVIA AUGUSTO MONTENEGRO,SN;KM    09                  CONJ  MAGUARI;COQUEIRO;BELEM;PA;Gasolina;4,599;29/08/2018 12:12
04253381000171;POSTO MAGUARI LTDA;RODOVIA AUGUSTO MONTENEGRO,SN;KM    09                  CONJ  MAGUARI;COQUEIRO;BELEM;PA;Etanol;3,499;29/08/2018 12:12
04253381000171;POSTO MAGUARI LTDA;RODOVIA AUGUSTO MONTENEGRO,SN;KM    09                  CONJ  MAGUARI;COQUEIRO;BELEM;PA;Diesel S10;3,599;29/08/2018 12:12
04687124000148;AUTO POSTO BURITIS;AVENIDA AIRTON SENA,1284;;SETOR 02;BURITIS;RO;Gasolina;4,81;21/08/2018 12:39
04687124000148;AUTO POSTO BURITIS;AVENIDA AIRTON SENA,1284;;SETOR 02;BURITIS;RO;Etanol;4,51;21/08/2018 12:39
04687124000148;AUTO POSTO BURITIS;AVENIDA AIRTON SENA,1284;;SETOR 02;BURITIS;RO;Diesel S500;3,86;04/09/2018 11:47
04687124000148;AUTO POSTO BURITIS;AVENIDA AIRTON SENA,1284;;SETOR 02;BURITIS;RO;Diesel S10;3,96;04/09/2018 11:47
04687124000229;AUTO POSTO MODELO;AVENIDA PORTO VELHO,810;;SETOR 1;BURITIS;RO;Gasolina;4,95;04/09/2018 11:53
04687124000229;AUTO POSTO MODELO;AVENIDA PORTO VELHO,810;;SETOR 1;BURITIS;RO;Etanol;4,15;21/08/2018 16:44
04687124000229;AUTO POSTO MODELO;AVENIDA PORTO VELHO,810;;SETOR 1;BURITIS;RO;Diesel S500;3,86;04/09/2018 11:53
04687124000229;AUTO POSTO MODELO;AVENIDA PORTO VELHO,810;;SETOR 1;BURITIS;RO;Diesel S10;3,96;04/09/2018 11:53
04785105000154;VALENCA AUTO SERVICE LTDA.;RUA MARIA LUCIA DE CASTRO,25;;PQ. VALENCA;CAMPINAS;SP;Gasolina;4,499;11/09/2018 11:19
04785105000154;VALENCA AUTO SERVICE LTDA.;RUA MARIA LUCIA DE CASTRO,25;;PQ. VALENCA;CAMPINAS;SP;Etanol;2,699;11/09/2018 11:19
04785105000154;VALENCA AUTO SERVICE LTDA.;RUA MARIA LUCIA DE CASTRO,25;;PQ. VALENCA;CAMPINAS;SP;Diesel S500;3,699;11/09/2018 11:19
04785105000154;VALENCA AUTO SERVICE LTDA.;RUA MARIA LUCIA DE CASTRO,25;;PQ. VALENCA;CAMPINAS;SP;Diesel S10;3,799;11/09/2018 11:19
04816108000108;POSTO PALACIO GUANABARA LTDA;RUA PINHEIRO MACHADO,83;83/FUNDOS;LARANJEIRAS;RIO DE JANEIRO;RJ;Gasolina;5,299;06/09/2018 06:57
04816108000108;POSTO PALACIO GUANABARA LTDA;RUA PINHEIRO MACHADO,83;83/FUNDOS;LARANJEIRAS;RIO DE JANEIRO;RJ;Etanol;3,599;06/09/2018 06:57
04816108000108;POSTO PALACIO GUANABARA LTDA;RUA PINHEIRO MACHADO,83;83/FUNDOS;LARANJEIRAS;RIO DE JANEIRO;RJ;Diesel S10;3,639;06/09/2018 06:57
04825319000107;POSTO AUTOCAR;RUA EMILIA DOS SANTOS,47;ESQ RUA INDAIAL;SAO JOAO;ITAJAI;SC;Gasolina;3,779;14/08/2018 12:52
04825319000107;POSTO AUTOCAR;RUA EMILIA DOS SANTOS,47;ESQ RUA INDAIAL;SAO JOAO;ITAJAI;SC;Etanol;3,099;14/08/2018 12:52
04825319000107;POSTO AUTOCAR;RUA EMILIA DOS SANTOS,47;ESQ RUA INDAIAL;SAO JOAO;ITAJAI;SC;Diesel S10;3,398;14/08/2018 12:52
04982983000160;POSTO 10;AVENIDA PORTO CARREIRO,1566;;AEROPORTO;CORUMBA;MS;Gasolina;4,64;16/07/2018 11:51
04982983000160;POSTO 10;AVENIDA PORTO CARREIRO,1566;;AEROPORTO;CORUMBA;MS;Etanol;3,49;16/07/2018 11:51
04982983000160;POSTO 10;AVENIDA PORTO CARREIRO,1566;;AEROPORTO;CORUMBA;MS;Diesel S500;3,69;16/07/2018 11:51
04982983000160;POSTO 10;AVENIDA PORTO CARREIRO,1566;;AEROPORTO;CORUMBA;MS;Diesel S10;3,73;16/07/2018 11:51
05357865000123;BAIRRO NOVO AUTO POSTO LTDA;RODOVIA BR-364,S/N;"KM: 720;";AEROCLUBE;PORTO VELHO;RO;Gasolina;4,429;26/07/2018 15:47
05357865000123;BAIRRO NOVO AUTO POSTO LTDA;RODOVIA BR-364,S/N;"KM: 720;";AEROCLUBE;PORTO VELHO;RO;Diesel S10;3,556;26/07/2018 15:47
05374546000126;POSTO TITAN;ESTRADA L,S/N;SÍTIO DA SERRA;NOVO CAVALEIROS;MACAE;RJ;Gasolina;5,09;04/07/2018 13:01
05374546000126;POSTO TITAN;ESTRADA L,S/N;SÍTIO DA SERRA;NOVO CAVALEIROS;MACAE;RJ;Etanol;3,59;04/07/2018 13:01
05374546000126;POSTO TITAN;ESTRADA L,S/N;SÍTIO DA SERRA;NOVO CAVALEIROS;MACAE;RJ;Diesel S500;3,59;04/07/2018 13:01
05374546000126;POSTO TITAN;ESTRADA L,S/N;SÍTIO DA SERRA;NOVO CAVALEIROS;MACAE;RJ;Diesel S10;3,65;04/07/2018 13:01
05593306000112;AUTO POSTO JOWAL;RODOVIA MC-03, ESQUINA COM AV. TANCREDO NEVES,2871;;CENTRO;MACHADINHO D'OESTE;RO;Gasolina;4,8;04/07/2018 17:35
05593306000112;AUTO POSTO JOWAL;RODOVIA MC-03, ESQUINA COM AV. TANCREDO NEVES,2871;;CENTRO;MACHADINHO D'OESTE;RO;Etanol;4,43;04/07/2018 17:35
05593306000112;AUTO POSTO JOWAL;RODOVIA MC-03, ESQUINA COM AV. TANCREDO NEVES,2871;;CENTRO;MACHADINHO D'OESTE;RO;Diesel S500;3,78;04/07/2018 17:35
05593306000112;AUTO POSTO JOWAL;RODOVIA MC-03, ESQUINA COM AV. TANCREDO NEVES,2871;;CENTRO;MACHADINHO D'OESTE;RO;Diesel S10;3,86;04/07/2018 17:35
05675515000105;POSTO CENTRO SUL;RUA JOÃO GUALBERTO,237;;CENTRO;PALMAS;PR;Gasolina;4,56;16/07/2018 11:13
05675515000105;POSTO CENTRO SUL;RUA JOÃO GUALBERTO,237;;CENTRO;PALMAS;PR;Etanol;3,18;16/07/2018 11:13
05675515000105;POSTO CENTRO SUL;RUA JOÃO GUALBERTO,237;;CENTRO;PALMAS;PR;Diesel S10;3,35;16/07/2018 11:13
06039710000101;L V L COMÉRCIO DE COMBUSTÍVEIS LTDA.;RODOVIA ESTADUAL RS 122,S/N;KM 23;BELA VISTA;BOM PRINCIPIO;RS;Gasolina;4,399;22/08/2018 18:28
06039710000101;L V L COMÉRCIO DE COMBUSTÍVEIS LTDA.;RODOVIA ESTADUAL RS 122,S/N;KM 23;BELA VISTA;BOM PRINCIPIO;RS;Diesel S500;3,099;22/08/2018 18:28
06039710000101;L V L COMÉRCIO DE COMBUSTÍVEIS LTDA.;RODOVIA ESTADUAL RS 122,S/N;KM 23;BELA VISTA;BOM PRINCIPIO;RS;Diesel S10;3,149;22/08/2018 18:28
06294288000130;POSTO KATIA LOCATELLI;AVENIDA COSTA E SILVA,14;;JARDIM AMERICA;CAMPO GRANDE;MS;Gasolina;4,297;13/09/2018 13:12
06294288000130;POSTO KATIA LOCATELLI;AVENIDA COSTA E SILVA,14;;JARDIM AMERICA;CAMPO GRANDE;MS;Etanol;3,197;13/09/2018 13:12
06294288000130;POSTO KATIA LOCATELLI;AVENIDA COSTA E SILVA,14;;JARDIM AMERICA;CAMPO GRANDE;MS;Diesel S500;3,697;13/09/2018 13:48
06294288000130;POSTO KATIA LOCATELLI;AVENIDA COSTA E SILVA,14;;JARDIM AMERICA;CAMPO GRANDE;MS;Diesel S10;3,747;13/09/2018 13:48
06303970000142;AUTO POSTO PONTE METÁLICA;PRACA MARTINS AFONSO,78;;CENTRO;GUARATINGUETA;SP;Gasolina;4,399;17/09/2018 17:19
06303970000142;AUTO POSTO PONTE METÁLICA;PRACA MARTINS AFONSO,78;;CENTRO;GUARATINGUETA;SP;Etanol;2,749;17/09/2018 17:19
06303970000142;AUTO POSTO PONTE METÁLICA;PRACA MARTINS AFONSO,78;;CENTRO;GUARATINGUETA;SP;Diesel S10;3,63;17/09/2018 17:19
06341746000145;POSTO PALMEIRA;RODOVIA CUIABA/SANTAREM,S/N;KM 1347;BELA V. DO CARACOL;TRAIRAO;PA;Gasolina;4,77;05/09/2018 19:07
06341746000145;POSTO PALMEIRA;RODOVIA CUIABA/SANTAREM,S/N;KM 1347;BELA V. DO CARACOL;TRAIRAO;PA;Diesel S500;3,74;05/09/2018 19:07
06341746000145;POSTO PALMEIRA;RODOVIA CUIABA/SANTAREM,S/N;KM 1347;BELA V. DO CARACOL;TRAIRAO;PA;Diesel S10;3,8;05/09/2018 19:07
07157563000137;POSTO SAMUEL;AVENIDA SANTOS DUMONT,S/N;;TIRIRICAL;SAO LUIS;MA;Gasolina;4,39;18/09/2018 09:32
07157563000137;POSTO SAMUEL;AVENIDA SANTOS DUMONT,S/N;;TIRIRICAL;SAO LUIS;MA;Diesel S500;3,639;03/09/2018 13:25
07157563000137;POSTO SAMUEL;AVENIDA SANTOS DUMONT,S/N;;TIRIRICAL;SAO LUIS;MA;Diesel S10;3,538;03/09/2018 13:25
07291814000171;BIANCA R PEREIRA PRODUTOS DE PETRÓLEO ME.;RUA VEREADOR MARINHO H. OLIVEIRA,1201;;CENTRO;QUEIMADOS;RJ;Gasolina;4,899;27/07/2018 17:29
07291814000171;BIANCA R PEREIRA PRODUTOS DE PETRÓLEO ME.;RUA VEREADOR MARINHO H. OLIVEIRA,1201;;CENTRO;QUEIMADOS;RJ;Etanol;3,299;27/07/2018 17:29
07291814000171;BIANCA R PEREIRA PRODUTOS DE PETRÓLEO ME.;RUA VEREADOR MARINHO H. OLIVEIRA,1201;;CENTRO;QUEIMADOS;RJ;GNV;2,588;27/07/2018 17:29
07291814000171;BIANCA R PEREIRA PRODUTOS DE PETRÓLEO ME.;RUA VEREADOR MARINHO H. OLIVEIRA,1201;;CENTRO;QUEIMADOS;RJ;Diesel S10;3,489;27/07/2018 17:29
07298624000186;POSTO PANTANAL;RUA PROJETADA,S/N;BR 262 LADO DIREITO;PORTAL DO PANTANAL;MIRANDA;MS;Diesel S500;3,68;27/06/2018 10:29
07298624000186;POSTO PANTANAL;RUA PROJETADA,S/N;BR 262 LADO DIREITO;PORTAL DO PANTANAL;MIRANDA;MS;Diesel S10;3,78;27/06/2018 10:29
07482075000103;COLOSSAL BATEL;ALAMEDA DR. CARLOS DE CARVALHO,1830;;BATEL;CURITIBA;PR;Gasolina;4,399;11/09/2018 11:20
07482075000103;COLOSSAL BATEL;ALAMEDA DR. CARLOS DE CARVALHO,1830;;BATEL;CURITIBA;PR;Etanol;2,899;11/09/2018 11:20
07482075000103;COLOSSAL BATEL;ALAMEDA DR. CARLOS DE CARVALHO,1830;;BATEL;CURITIBA;PR;Diesel S10;3,466;11/09/2018 11:20
07605515000164;POSTO SAO RAIMUNDO;RODOVIA CE 040,S/N;KM 52;MATAQUIRI;CASCAVEL;CE;Gasolina;4,69;17/09/2018 13:29
07605515000164;POSTO SAO RAIMUNDO;RODOVIA CE 040,S/N;KM 52;MATAQUIRI;CASCAVEL;CE;Etanol;3,56;04/09/2018 09:56
07605515000164;POSTO SAO RAIMUNDO;RODOVIA CE 040,S/N;KM 52;MATAQUIRI;CASCAVEL;CE;Diesel S10;3,87;04/09/2018 09:56
07605515000245;POSTO SÃO RAIMUNDO 2;AVENIDA CHANLECER EDSON QUEIROZ,3376;;RIO NOVO;CASCAVEL;CE;Gasolina;4,73;21/09/2018 13:15
07605515000245;POSTO SÃO RAIMUNDO 2;AVENIDA CHANLECER EDSON QUEIROZ,3376;;RIO NOVO;CASCAVEL;CE;Etanol;3,59;21/09/2018 13:15
07605515000245;POSTO SÃO RAIMUNDO 2;AVENIDA CHANLECER EDSON QUEIROZ,3376;;RIO NOVO;CASCAVEL;CE;Diesel S10;3,87;21/09/2018 13:15
07840472000100;AUTO POSTO SANTA RITA;AVENIDA BAHIA,625;QUADRA234                 LOTE  10 E 11;CENTRO;PONTALINA;GO;Gasolina;4,859;05/09/2018 19:21
07840472000100;AUTO POSTO SANTA RITA;AVENIDA BAHIA,625;QUADRA234                 LOTE  10 E 11;CENTRO;PONTALINA;GO;Etanol;2,999;18/07/2018 17:26
07840472000100;AUTO POSTO SANTA RITA;AVENIDA BAHIA,625;QUADRA234                 LOTE  10 E 11;CENTRO;PONTALINA;GO;Diesel S500;3,899;05/09/2018 19:21
07840472000100;AUTO POSTO SANTA RITA;AVENIDA BAHIA,625;QUADRA234                 LOTE  10 E 11;CENTRO;PONTALINA;GO;Diesel S10;3,999;05/09/2018 19:21
07928956000105;POSTO ARIQUEMES;AVENIDA CAPITAO SILVIO ESQUINA COM RUA PERIMETRAL LESTE,5303;;SETOR 02;ARIQUEMES;RO;Gasolina;4,59;05/07/2018 18:41
07928956000105;POSTO ARIQUEMES;AVENIDA CAPITAO SILVIO ESQUINA COM RUA PERIMETRAL LESTE,5303;;SETOR 02;ARIQUEMES;RO;Diesel S500;3,52;05/07/2018 18:41
07928956000105;POSTO ARIQUEMES;AVENIDA CAPITAO SILVIO ESQUINA COM RUA PERIMETRAL LESTE,5303;;SETOR 02;ARIQUEMES;RO;Diesel S10;3,65;05/07/2018 18:41
08355825000130;POSTO DE COMBUSTÍVEIS 214 SUL;SETOR SHC/SUL SQ 214 BLOCO A PAG - LOJA DE CONV. 20,S/N;;ASA SUL;BRASILIA;DF;Gasolina;4,39;26/06/2018 10:59
08355825000130;POSTO DE COMBUSTÍVEIS 214 SUL;SETOR SHC/SUL SQ 214 BLOCO A PAG - LOJA DE CONV. 20,S/N;;ASA SUL;BRASILIA;DF;Etanol;3,38;26/06/2018 10:59
08355825000130;POSTO DE COMBUSTÍVEIS 214 SUL;SETOR SHC/SUL SQ 214 BLOCO A PAG - LOJA DE CONV. 20,S/N;;ASA SUL;BRASILIA;DF;GNV;1;26/06/2018 10:59
08355825000130;POSTO DE COMBUSTÍVEIS 214 SUL;SETOR SHC/SUL SQ 214 BLOCO A PAG - LOJA DE CONV. 20,S/N;;ASA SUL;BRASILIA;DF;Diesel S500;1;26/06/2018 10:59
08355825000130;POSTO DE COMBUSTÍVEIS 214 SUL;SETOR SHC/SUL SQ 214 BLOCO A PAG - LOJA DE CONV. 20,S/N;;ASA SUL;BRASILIA;DF;Diesel S10;4,799;26/06/2018 10:59
08450385000109;COMERCIO DE PRODUTOS MAIS LTDA;AVENIDA 25 DE AGOSTO,7540;;CIDADE ALTA;ROLIM DE MOURA;RO;Gasolina;4,74;12/07/2018 19:45
08450385000109;COMERCIO DE PRODUTOS MAIS LTDA;AVENIDA 25 DE AGOSTO,7540;;CIDADE ALTA;ROLIM DE MOURA;RO;Diesel S500;3,61;12/07/2018 19:45
08450385000109;COMERCIO DE PRODUTOS MAIS LTDA;AVENIDA 25 DE AGOSTO,7540;;CIDADE ALTA;ROLIM DE MOURA;RO;Diesel S10;3,69;12/07/2018 19:45
08605136000137;POSTO R7;AVENIDA PARQUE NACIONAL DAS EMAS,S/N;QUADRA 88 LOTES 13/18;BOA VISTA;MINEIROS;GO;Gasolina;5,04;17/09/2018 11:39
08605136000137;POSTO R7;AVENIDA PARQUE NACIONAL DAS EMAS,S/N;QUADRA 88 LOTES 13/18;BOA VISTA;MINEIROS;GO;Etanol;3,18;17/09/2018 11:39
08605136000137;POSTO R7;AVENIDA PARQUE NACIONAL DAS EMAS,S/N;QUADRA 88 LOTES 13/18;BOA VISTA;MINEIROS;GO;Diesel S500;3,83;05/09/2018 12:09
08605136000137;POSTO R7;AVENIDA PARQUE NACIONAL DAS EMAS,S/N;QUADRA 88 LOTES 13/18;BOA VISTA;MINEIROS;GO;Diesel S10;3,92;05/09/2018 12:09
08742289000126;POSTO MANOELÃO;AVENIDA JOÃO PESSOA,4963;;CENTRO;ROLIM DE MOURA;RO;Gasolina;4,69;18/07/2018 09:47
08742289000126;POSTO MANOELÃO;AVENIDA JOÃO PESSOA,4963;;CENTRO;ROLIM DE MOURA;RO;Diesel S500;3,58;18/07/2018 09:47
08742289000126;POSTO MANOELÃO;AVENIDA JOÃO PESSOA,4963;;CENTRO;ROLIM DE MOURA;RO;Diesel S10;3,68;18/07/2018 09:47
08754803000143; ;RODOVIA BR 304,680;;FAZENDA PIATO;MACAIBA;RN;Gasolina;4,379;12/07/2018 10:31
08754803000143; ;RODOVIA BR 304,680;;FAZENDA PIATO;MACAIBA;RN;Etanol;3,599;12/07/2018 10:31
08754803000143; ;RODOVIA BR 304,680;;FAZENDA PIATO;MACAIBA;RN;Diesel S500;3,379;12/07/2018 10:31
08754803000143; ;RODOVIA BR 304,680;;FAZENDA PIATO;MACAIBA;RN;Diesel S10;3,479;12/07/2018 10:31
